Graph Unit,Litres

,The University of Melbourne Sport Centre,The University of Melbourne Sport Pavilion,The University of Melbourne Sports oval
Wednesday 23/03/2016 02:45:00 AM,0,20,530
Wednesday 23/03/2016 03:00:00 AM,0,10,530
Wednesday 23/03/2016 03:15:00 AM,0,0,340
Wednesday 23/03/2016 03:30:00 AM,0,0,310
Wednesday 23/03/2016 03:45:00 AM,0,0,240
Wednesday 23/03/2016 04:00:00 AM,0,0,250
Wednesday 23/03/2016 04:15:00 AM,0,0,250
Wednesday 23/03/2016 04:30:00 AM,0,0,260
Wednesday 23/03/2016 04:45:00 AM,0,0,240
Wednesday 23/03/2016 05:00:00 AM,0,0,240
Wednesday 23/03/2016 05:15:00 AM,0,0,250
Wednesday 23/03/2016 05:30:00 AM,0,0,260
Wednesday 23/03/2016 05:45:00 AM,0,0,330
Wednesday 23/03/2016 06:00:00 AM,0,0,330
Wednesday 23/03/2016 06:15:00 AM,0,0,350
Wednesday 23/03/2016 06:30:00 AM,0,0,380
Wednesday 23/03/2016 06:45:00 AM,0,0,330
Wednesday 23/03/2016 07:00:00 AM,0,0,0
Wednesday 23/03/2016 07:15:00 AM,0,0,0
Wednesday 23/03/2016 07:30:00 AM,0,0,0
Wednesday 23/03/2016 07:45:00 AM,0,0,0
Wednesday 23/03/2016 08:00:00 AM,0,10,0
Wednesday 23/03/2016 08:15:00 AM,0,0,0
Wednesday 23/03/2016 08:30:00 AM,0,0,0
Wednesday 23/03/2016 08:45:00 AM,0,0,0
Wednesday 23/03/2016 09:00:00 AM,0,0,0
Wednesday 23/03/2016 09:15:00 AM,0,10,0
Wednesday 23/03/2016 09:30:00 AM,0,0,0
Wednesday 23/03/2016 09:45:00 AM,0,0,0
Wednesday 23/03/2016 10:00:00 AM,0,0,0
Wednesday 23/03/2016 10:15:00 AM,10,0,0
Wednesday 23/03/2016 10:30:00 AM,0,10,0
Wednesday 23/03/2016 10:45:00 AM,0,0,0
Wednesday 23/03/2016 11:00:00 AM,0,10,0
Wednesday 23/03/2016 11:15:00 AM,0,0,0
Wednesday 23/03/2016 11:30:00 AM,0,0,0
Wednesday 23/03/2016 11:45:00 AM,0,0,0
Wednesday 23/03/2016 12:00:00 PM,0,10,0
Wednesday 23/03/2016 12:15:00 PM,0,0,0
Wednesday 23/03/2016 12:30:00 PM,0,0,0
Wednesday 23/03/2016 12:45:00 PM,0,0,0
Wednesday 23/03/2016 01:00:00 PM,0,10,0
Wednesday 23/03/2016 01:15:00 PM,0,0,0
Wednesday 23/03/2016 01:30:00 PM,0,10,0
Wednesday 23/03/2016 01:45:00 PM,0,10,0
Wednesday 23/03/2016 02:00:00 PM,0,0,0
Wednesday 23/03/2016 02:15:00 PM,0,10,0
Wednesday 23/03/2016 02:30:00 PM,0,10,0
Wednesday 23/03/2016 02:45:00 PM,0,0,0
Wednesday 23/03/2016 03:00:00 PM,0,0,0
Wednesday 23/03/2016 03:15:00 PM,0,0,0
Wednesday 23/03/2016 03:30:00 PM,0,0,0
Wednesday 23/03/2016 03:45:00 PM,0,0,0
Wednesday 23/03/2016 04:00:00 PM,0,0,0
Wednesday 23/03/2016 04:15:00 PM,0,0,0
Wednesday 23/03/2016 04:30:00 PM,0,0,0
Wednesday 23/03/2016 04:45:00 PM,0,10,0
Wednesday 23/03/2016 05:00:00 PM,0,20,0
Wednesday 23/03/2016 05:15:00 PM,0,100,0
Wednesday 23/03/2016 05:30:00 PM,0,0,0
Wednesday 23/03/2016 05:45:00 PM,0,20,0
Wednesday 23/03/2016 06:00:00 PM,0,20,0
Wednesday 23/03/2016 06:15:00 PM,0,20,0
Wednesday 23/03/2016 06:30:00 PM,0,10,0
Wednesday 23/03/2016 06:45:00 PM,0,10,0
Wednesday 23/03/2016 07:00:00 PM,0,10,0
Wednesday 23/03/2016 07:15:00 PM,0,0,0
Wednesday 23/03/2016 07:30:00 PM,0,0,0
Wednesday 23/03/2016 07:45:00 PM,0,0,0
Wednesday 23/03/2016 08:00:00 PM,0,0,0
Wednesday 23/03/2016 08:15:00 PM,0,0,0
Wednesday 23/03/2016 08:30:00 PM,0,0,0
Wednesday 23/03/2016 08:45:00 PM,0,10,0
Wednesday 23/03/2016 09:00:00 PM,0,0,0
Wednesday 23/03/2016 09:15:00 PM,0,0,0
Wednesday 23/03/2016 09:30:00 PM,0,0,0
Wednesday 23/03/2016 09:45:00 PM,0,0,0
Wednesday 23/03/2016 10:00:00 PM,0,0,0
Wednesday 23/03/2016 10:15:00 PM,0,0,0
Wednesday 23/03/2016 10:30:00 PM,0,0,0
Wednesday 23/03/2016 10:45:00 PM,0,0,240
Wednesday 23/03/2016 11:00:00 PM,0,0,240
Wednesday 23/03/2016 11:15:00 PM,0,0,400
Wednesday 23/03/2016 11:30:00 PM,0,0,290
Wednesday 23/03/2016 11:45:00 PM,0,0,380
Thursday 24/03/2016 12:00:00 AM,0,0,420
Thursday 24/03/2016 12:15:00 AM,0,0,430
Thursday 24/03/2016 12:30:00 AM,0,0,470
Thursday 24/03/2016 12:45:00 AM,0,10,470
Thursday 24/03/2016 01:00:00 AM,0,0,480
Thursday 24/03/2016 01:15:00 AM,0,0,480
Thursday 24/03/2016 01:30:00 AM,0,0,430
Thursday 24/03/2016 01:45:00 AM,0,0,430
Thursday 24/03/2016 02:00:00 AM,0,10,430
Thursday 24/03/2016 02:15:00 AM,0,0,440
Thursday 24/03/2016 02:30:00 AM,0,0,510
Thursday 24/03/2016 02:45:00 AM,0,0,540
Thursday 24/03/2016 03:00:00 AM,0,0,520
Thursday 24/03/2016 03:15:00 AM,0,10,350
Thursday 24/03/2016 03:30:00 AM,0,0,300
Thursday 24/03/2016 03:45:00 AM,0,0,250
Thursday 24/03/2016 04:00:00 AM,0,0,250
Thursday 24/03/2016 04:15:00 AM,0,0,250
Thursday 24/03/2016 04:30:00 AM,0,10,250
Thursday 24/03/2016 04:45:00 AM,0,0,250
Thursday 24/03/2016 05:00:00 AM,0,0,240
Thursday 24/03/2016 05:15:00 AM,0,0,250
Thursday 24/03/2016 05:30:00 AM,0,0,260
Thursday 24/03/2016 05:45:00 AM,0,0,330
Thursday 24/03/2016 06:00:00 AM,0,0,330
Thursday 24/03/2016 06:15:00 AM,0,0,350
Thursday 24/03/2016 06:30:00 AM,0,0,380
Thursday 24/03/2016 06:45:00 AM,0,0,330
Thursday 24/03/2016 07:00:00 AM,0,0,0
Thursday 24/03/2016 07:15:00 AM,0,0,0
Thursday 24/03/2016 07:30:00 AM,0,0,0
Thursday 24/03/2016 07:45:00 AM,0,0,0
Thursday 24/03/2016 08:00:00 AM,0,0,0
Thursday 24/03/2016 08:15:00 AM,0,0,0
Thursday 24/03/2016 08:30:00 AM,0,0,0
Thursday 24/03/2016 08:45:00 AM,0,10,0
Thursday 24/03/2016 09:00:00 AM,0,0,0
Thursday 24/03/2016 09:15:00 AM,0,0,0
Thursday 24/03/2016 09:30:00 AM,0,0,0
Thursday 24/03/2016 09:45:00 AM,0,0,0
Thursday 24/03/2016 10:00:00 AM,0,0,0
Thursday 24/03/2016 10:15:00 AM,0,0,0
Thursday 24/03/2016 10:30:00 AM,0,0,0
Thursday 24/03/2016 10:45:00 AM,0,10,0
Thursday 24/03/2016 11:00:00 AM,0,0,0
Thursday 24/03/2016 11:15:00 AM,0,0,0
Thursday 24/03/2016 11:30:00 AM,0,0,0
Thursday 24/03/2016 11:45:00 AM,0,0,0
Thursday 24/03/2016 12:00:00 PM,0,0,0
Thursday 24/03/2016 12:15:00 PM,0,0,0
Thursday 24/03/2016 12:30:00 PM,0,10,0
Thursday 24/03/2016 12:45:00 PM,0,0,0
Thursday 24/03/2016 01:00:00 PM,0,0,0
Thursday 24/03/2016 01:15:00 PM,0,0,0
Thursday 24/03/2016 01:30:00 PM,0,0,0
Thursday 24/03/2016 01:45:00 PM,0,0,0
Thursday 24/03/2016 02:00:00 PM,0,0,0
Thursday 24/03/2016 02:15:00 PM,0,0,0
Thursday 24/03/2016 02:30:00 PM,0,10,0
Thursday 24/03/2016 02:45:00 PM,0,0,10
Thursday 24/03/2016 03:00:00 PM,0,0,0
Thursday 24/03/2016 03:15:00 PM,0,0,0
Thursday 24/03/2016 03:30:00 PM,0,0,0
Thursday 24/03/2016 03:45:00 PM,0,0,0
Thursday 24/03/2016 04:00:00 PM,0,0,0
Thursday 24/03/2016 04:15:00 PM,0,0,0
Thursday 24/03/2016 04:30:00 PM,0,0,0
Thursday 24/03/2016 04:45:00 PM,0,10,0
Thursday 24/03/2016 05:00:00 PM,0,10,0
Thursday 24/03/2016 05:15:00 PM,0,0,0
Thursday 24/03/2016 05:30:00 PM,0,0,0
Thursday 24/03/2016 05:45:00 PM,0,0,0
Thursday 24/03/2016 06:00:00 PM,0,10,0
Thursday 24/03/2016 06:15:00 PM,0,10,0
Thursday 24/03/2016 06:30:00 PM,0,0,0
Thursday 24/03/2016 06:45:00 PM,0,0,0
Thursday 24/03/2016 07:00:00 PM,0,10,0
Thursday 24/03/2016 07:15:00 PM,0,30,0
Thursday 24/03/2016 07:30:00 PM,0,40,0
Thursday 24/03/2016 07:45:00 PM,0,0,0
Thursday 24/03/2016 08:00:00 PM,0,20,0
Thursday 24/03/2016 08:15:00 PM,0,10,0
Thursday 24/03/2016 08:30:00 PM,0,0,0
Thursday 24/03/2016 08:45:00 PM,0,0,0
Thursday 24/03/2016 09:00:00 PM,0,0,0
Thursday 24/03/2016 09:15:00 PM,0,0,0
Thursday 24/03/2016 09:30:00 PM,0,0,0
Thursday 24/03/2016 09:45:00 PM,0,0,0
Thursday 24/03/2016 10:00:00 PM,0,0,0
Thursday 24/03/2016 10:15:00 PM,0,0,0
Thursday 24/03/2016 10:30:00 PM,0,0,0
Thursday 24/03/2016 10:45:00 PM,0,0,240
Thursday 24/03/2016 11:00:00 PM,0,0,240
Thursday 24/03/2016 11:15:00 PM,0,0,240
Thursday 24/03/2016 11:30:00 PM,0,0,240
Thursday 24/03/2016 11:45:00 PM,0,0,210
Friday 25/03/2016 12:00:00 AM,0,10,290
Friday 25/03/2016 12:15:00 AM,0,0,240
Friday 25/03/2016 12:30:00 AM,0,0,250
Friday 25/03/2016 12:45:00 AM,0,0,270
Friday 25/03/2016 01:00:00 AM,0,0,320
Friday 25/03/2016 01:15:00 AM,0,0,340
Friday 25/03/2016 01:30:00 AM,0,0,260
Friday 25/03/2016 01:45:00 AM,0,0,250
Friday 25/03/2016 02:00:00 AM,0,0,240
Friday 25/03/2016 02:15:00 AM,0,0,250
Friday 25/03/2016 02:30:00 AM,0,0,310
Friday 25/03/2016 02:45:00 AM,0,0,360
Friday 25/03/2016 03:00:00 AM,0,0,320
Friday 25/03/2016 03:15:00 AM,0,0,0
Friday 25/03/2016 03:30:00 AM,0,0,0
Friday 25/03/2016 03:45:00 AM,0,0,0
Friday 25/03/2016 04:00:00 AM,0,0,0
Friday 25/03/2016 04:15:00 AM,0,0,0
Friday 25/03/2016 04:30:00 AM,0,0,0
Friday 25/03/2016 04:45:00 AM,0,0,0
Friday 25/03/2016 05:00:00 AM,0,0,0
Friday 25/03/2016 05:15:00 AM,0,0,0
Friday 25/03/2016 05:30:00 AM,0,0,0
Friday 25/03/2016 05:45:00 AM,0,0,0
Friday 25/03/2016 06:00:00 AM,0,0,0
Friday 25/03/2016 06:15:00 AM,0,0,0
Friday 25/03/2016 06:30:00 AM,0,0,0
Friday 25/03/2016 06:45:00 AM,0,0,0
Friday 25/03/2016 07:00:00 AM,0,0,0
Friday 25/03/2016 07:15:00 AM,0,0,0
Friday 25/03/2016 07:30:00 AM,0,0,0
Friday 25/03/2016 07:45:00 AM,0,0,0
Friday 25/03/2016 08:00:00 AM,0,0,0
Friday 25/03/2016 08:15:00 AM,0,0,0
Friday 25/03/2016 08:30:00 AM,0,0,0
Friday 25/03/2016 08:45:00 AM,0,0,0
Friday 25/03/2016 09:00:00 AM,0,0,0
Friday 25/03/2016 09:15:00 AM,0,0,0
Friday 25/03/2016 09:30:00 AM,0,0,0
Friday 25/03/2016 09:45:00 AM,0,0,0
Friday 25/03/2016 10:00:00 AM,0,0,0
Friday 25/03/2016 10:15:00 AM,0,0,0
Friday 25/03/2016 10:30:00 AM,0,0,0
Friday 25/03/2016 10:45:00 AM,0,0,0
Friday 25/03/2016 11:00:00 AM,0,0,0
Friday 25/03/2016 11:15:00 AM,0,0,0
Friday 25/03/2016 11:30:00 AM,0,0,0
Friday 25/03/2016 11:45:00 AM,0,0,0
Friday 25/03/2016 12:00:00 PM,0,0,0
Friday 25/03/2016 12:15:00 PM,0,0,0
Friday 25/03/2016 12:30:00 PM,0,0,0
Friday 25/03/2016 12:45:00 PM,0,0,0
Friday 25/03/2016 01:00:00 PM,0,0,0
Friday 25/03/2016 01:15:00 PM,0,0,0
Friday 25/03/2016 01:30:00 PM,0,0,0
Friday 25/03/2016 01:45:00 PM,0,0,0
Friday 25/03/2016 02:00:00 PM,0,0,0
Friday 25/03/2016 02:15:00 PM,0,10,0
Friday 25/03/2016 02:30:00 PM,0,0,0
Friday 25/03/2016 02:45:00 PM,0,0,0
Friday 25/03/2016 03:00:00 PM,0,0,0
Friday 25/03/2016 03:15:00 PM,0,0,0
Friday 25/03/2016 03:30:00 PM,0,0,0
Friday 25/03/2016 03:45:00 PM,0,0,0
Friday 25/03/2016 04:00:00 PM,0,0,0
Friday 25/03/2016 04:15:00 PM,0,0,0
Friday 25/03/2016 04:30:00 PM,0,0,0
Friday 25/03/2016 04:45:00 PM,0,0,0
Friday 25/03/2016 05:00:00 PM,0,0,0
Friday 25/03/2016 05:15:00 PM,0,0,0
Friday 25/03/2016 05:30:00 PM,0,0,0
Friday 25/03/2016 05:45:00 PM,0,0,0
Friday 25/03/2016 06:00:00 PM,0,0,0
Friday 25/03/2016 06:15:00 PM,0,0,0
Friday 25/03/2016 06:30:00 PM,0,0,0
Friday 25/03/2016 06:45:00 PM,0,0,0
Friday 25/03/2016 07:00:00 PM,0,0,0
Friday 25/03/2016 07:15:00 PM,0,0,0
Friday 25/03/2016 07:30:00 PM,0,0,0
Friday 25/03/2016 07:45:00 PM,0,0,0
Friday 25/03/2016 08:00:00 PM,0,0,0
Friday 25/03/2016 08:15:00 PM,0,0,0
Friday 25/03/2016 08:30:00 PM,0,0,0
Friday 25/03/2016 08:45:00 PM,0,0,0
Friday 25/03/2016 09:00:00 PM,0,0,0
Friday 25/03/2016 09:15:00 PM,0,0,0
Friday 25/03/2016 09:30:00 PM,0,0,0
Friday 25/03/2016 09:45:00 PM,0,0,0
Friday 25/03/2016 10:00:00 PM,0,0,0
Friday 25/03/2016 10:15:00 PM,0,0,0
Friday 25/03/2016 10:30:00 PM,0,0,0
Friday 25/03/2016 10:45:00 PM,0,0,250
Friday 25/03/2016 11:00:00 PM,0,0,240
Friday 25/03/2016 11:15:00 PM,0,0,350
Friday 25/03/2016 11:30:00 PM,0,0,320
Friday 25/03/2016 11:45:00 PM,0,0,410
Saturday 26/03/2016 12:00:00 AM,0,0,450
Saturday 26/03/2016 12:15:00 AM,0,0,350
Saturday 26/03/2016 12:30:00 AM,0,0,330
Saturday 26/03/2016 12:45:00 AM,0,0,350
Saturday 26/03/2016 01:00:00 AM,0,0,410
Saturday 26/03/2016 01:15:00 AM,0,0,400
Saturday 26/03/2016 01:30:00 AM,0,0,340
Saturday 26/03/2016 01:45:00 AM,0,0,310
Saturday 26/03/2016 02:00:00 AM,0,0,320
Saturday 26/03/2016 02:15:00 AM,0,0,310
Saturday 26/03/2016 02:30:00 AM,0,0,420
Saturday 26/03/2016 02:45:00 AM,0,0,440
Saturday 26/03/2016 03:00:00 AM,0,0,360
Saturday 26/03/2016 03:15:00 AM,0,0,0
Saturday 26/03/2016 03:30:00 AM,0,0,0
Saturday 26/03/2016 03:45:00 AM,0,0,0
Saturday 26/03/2016 04:00:00 AM,0,0,0
Saturday 26/03/2016 04:15:00 AM,0,0,0
Saturday 26/03/2016 04:30:00 AM,0,0,0
Saturday 26/03/2016 04:45:00 AM,0,0,0
Saturday 26/03/2016 05:00:00 AM,0,0,0
Saturday 26/03/2016 05:15:00 AM,0,0,0
Saturday 26/03/2016 05:30:00 AM,0,0,0
Saturday 26/03/2016 05:45:00 AM,0,0,0
Saturday 26/03/2016 06:00:00 AM,0,0,0
Saturday 26/03/2016 06:15:00 AM,0,0,0
Saturday 26/03/2016 06:30:00 AM,0,0,0
Saturday 26/03/2016 06:45:00 AM,0,0,0
Saturday 26/03/2016 07:00:00 AM,0,0,0
Saturday 26/03/2016 07:15:00 AM,0,0,0
Saturday 26/03/2016 07:30:00 AM,0,0,0
Saturday 26/03/2016 07:45:00 AM,0,0,0
Saturday 26/03/2016 08:00:00 AM,0,0,0
Saturday 26/03/2016 08:15:00 AM,0,0,0
Saturday 26/03/2016 08:30:00 AM,0,0,0
Saturday 26/03/2016 08:45:00 AM,0,0,0
Saturday 26/03/2016 09:00:00 AM,0,0,0
Saturday 26/03/2016 09:15:00 AM,0,0,0
Saturday 26/03/2016 09:30:00 AM,0,0,0
Saturday 26/03/2016 09:45:00 AM,0,0,0
Saturday 26/03/2016 10:00:00 AM,0,0,0
Saturday 26/03/2016 10:15:00 AM,0,0,0
Saturday 26/03/2016 10:30:00 AM,0,0,0
Saturday 26/03/2016 10:45:00 AM,0,0,0
Saturday 26/03/2016 11:00:00 AM,0,0,0
Saturday 26/03/2016 11:15:00 AM,0,0,0
Saturday 26/03/2016 11:30:00 AM,0,0,0
Saturday 26/03/2016 11:45:00 AM,0,0,0
Saturday 26/03/2016 12:00:00 PM,0,0,0
Saturday 26/03/2016 12:15:00 PM,0,0,0
Saturday 26/03/2016 12:30:00 PM,0,0,0
Saturday 26/03/2016 12:45:00 PM,0,0,0
Saturday 26/03/2016 01:00:00 PM,0,0,0
Saturday 26/03/2016 01:15:00 PM,0,0,0
Saturday 26/03/2016 01:30:00 PM,0,0,0
Saturday 26/03/2016 01:45:00 PM,0,0,0
Saturday 26/03/2016 02:00:00 PM,0,0,0
Saturday 26/03/2016 02:15:00 PM,0,0,0
Saturday 26/03/2016 02:30:00 PM,0,0,0
Saturday 26/03/2016 02:45:00 PM,0,10,0
Saturday 26/03/2016 03:00:00 PM,0,0,0
Saturday 26/03/2016 03:15:00 PM,0,0,0
Saturday 26/03/2016 03:30:00 PM,0,0,0
Saturday 26/03/2016 03:45:00 PM,0,0,0
Saturday 26/03/2016 04:00:00 PM,0,0,0
Saturday 26/03/2016 04:15:00 PM,0,0,0
Saturday 26/03/2016 04:30:00 PM,0,0,0
Saturday 26/03/2016 04:45:00 PM,0,10,0
Saturday 26/03/2016 05:00:00 PM,0,0,0
Saturday 26/03/2016 05:15:00 PM,0,0,0
Saturday 26/03/2016 05:30:00 PM,0,0,0
Saturday 26/03/2016 05:45:00 PM,0,0,0
Saturday 26/03/2016 06:00:00 PM,0,10,0
Saturday 26/03/2016 06:15:00 PM,0,0,0
Saturday 26/03/2016 06:30:00 PM,0,0,0
Saturday 26/03/2016 06:45:00 PM,0,0,0
Saturday 26/03/2016 07:00:00 PM,0,0,0
Saturday 26/03/2016 07:15:00 PM,0,0,0
Saturday 26/03/2016 07:30:00 PM,0,10,0
Saturday 26/03/2016 07:45:00 PM,0,0,0
Saturday 26/03/2016 08:00:00 PM,0,0,0
Saturday 26/03/2016 08:15:00 PM,0,0,0
Saturday 26/03/2016 08:30:00 PM,0,0,0
Saturday 26/03/2016 08:45:00 PM,0,10,0
Saturday 26/03/2016 09:00:00 PM,0,0,0
Saturday 26/03/2016 09:15:00 PM,0,0,0
Saturday 26/03/2016 09:30:00 PM,0,0,0
Saturday 26/03/2016 09:45:00 PM,0,0,0
Saturday 26/03/2016 10:00:00 PM,0,10,0
Saturday 26/03/2016 10:15:00 PM,0,0,0
Saturday 26/03/2016 10:30:00 PM,0,0,0
Saturday 26/03/2016 10:45:00 PM,0,0,240
Saturday 26/03/2016 11:00:00 PM,0,0,250
Saturday 26/03/2016 11:15:00 PM,0,10,240
Saturday 26/03/2016 11:30:00 PM,0,0,240
Saturday 26/03/2016 11:45:00 PM,0,0,210
Sunday 27/03/2016 12:00:00 AM,0,0,310
Sunday 27/03/2016 12:15:00 AM,0,10,240
Sunday 27/03/2016 12:30:00 AM,0,0,250
Sunday 27/03/2016 12:45:00 AM,0,0,270
Sunday 27/03/2016 01:00:00 AM,0,0,320
Sunday 27/03/2016 01:15:00 AM,0,0,340
Sunday 27/03/2016 01:30:00 AM,0,10,270
Sunday 27/03/2016 01:45:00 AM,0,0,250
Sunday 27/03/2016 02:00:00 AM,0,0,250
Sunday 27/03/2016 02:15:00 AM,0,0,240
Sunday 27/03/2016 02:30:00 AM,0,10,320
Sunday 27/03/2016 02:45:00 AM,0,0,360
Sunday 27/03/2016 03:00:00 AM,0,0,320
Sunday 27/03/2016 03:15:00 AM,0,0,0
Sunday 27/03/2016 03:30:00 AM,0,0,0
Sunday 27/03/2016 03:45:00 AM,0,0,0
Sunday 27/03/2016 04:00:00 AM,0,0,0
Sunday 27/03/2016 04:15:00 AM,0,0,0
Sunday 27/03/2016 04:30:00 AM,0,0,0
Sunday 27/03/2016 04:45:00 AM,0,0,0
Sunday 27/03/2016 05:00:00 AM,0,0,0
Sunday 27/03/2016 05:15:00 AM,0,0,0
Sunday 27/03/2016 05:30:00 AM,0,0,0
Sunday 27/03/2016 05:45:00 AM,0,0,0
Sunday 27/03/2016 06:00:00 AM,0,0,0
Sunday 27/03/2016 06:15:00 AM,0,0,0
Sunday 27/03/2016 06:30:00 AM,0,0,0
Sunday 27/03/2016 06:45:00 AM,0,0,0
Sunday 27/03/2016 07:00:00 AM,0,0,0
Sunday 27/03/2016 07:15:00 AM,0,0,0
Sunday 27/03/2016 07:30:00 AM,0,0,0
Sunday 27/03/2016 07:45:00 AM,0,0,0
Sunday 27/03/2016 08:00:00 AM,0,0,0
Sunday 27/03/2016 08:15:00 AM,0,0,0
Sunday 27/03/2016 08:30:00 AM,0,0,0
Sunday 27/03/2016 08:45:00 AM,0,0,0
Sunday 27/03/2016 09:00:00 AM,0,0,0
Sunday 27/03/2016 09:15:00 AM,0,0,0
Sunday 27/03/2016 09:30:00 AM,0,0,0
Sunday 27/03/2016 09:45:00 AM,0,0,0
Sunday 27/03/2016 10:00:00 AM,0,0,0
Sunday 27/03/2016 10:15:00 AM,0,0,0
Sunday 27/03/2016 10:30:00 AM,0,0,0
Sunday 27/03/2016 10:45:00 AM,0,0,0
Sunday 27/03/2016 11:00:00 AM,0,0,0
Sunday 27/03/2016 11:15:00 AM,0,0,0
Sunday 27/03/2016 11:30:00 AM,0,0,0
Sunday 27/03/2016 11:45:00 AM,0,0,0
Sunday 27/03/2016 12:00:00 PM,0,0,0
Sunday 27/03/2016 12:15:00 PM,0,0,0
Sunday 27/03/2016 12:30:00 PM,0,0,0
Sunday 27/03/2016 12:45:00 PM,0,0,0
Sunday 27/03/2016 01:00:00 PM,0,0,0
Sunday 27/03/2016 01:15:00 PM,0,0,0
Sunday 27/03/2016 01:30:00 PM,0,0,0
Sunday 27/03/2016 01:45:00 PM,0,0,0
Sunday 27/03/2016 02:00:00 PM,0,0,0
Sunday 27/03/2016 02:15:00 PM,0,0,0
Sunday 27/03/2016 02:30:00 PM,0,0,0
Sunday 27/03/2016 02:45:00 PM,0,10,0
Sunday 27/03/2016 03:00:00 PM,0,10,0
Sunday 27/03/2016 03:15:00 PM,0,0,0
Sunday 27/03/2016 03:30:00 PM,0,0,0
Sunday 27/03/2016 03:45:00 PM,0,10,0
Sunday 27/03/2016 04:00:00 PM,0,20,0
Sunday 27/03/2016 04:15:00 PM,0,20,0
Sunday 27/03/2016 04:30:00 PM,0,10,0
Sunday 27/03/2016 04:45:00 PM,0,0,0
Sunday 27/03/2016 05:00:00 PM,0,310,0
Sunday 27/03/2016 05:15:00 PM,0,130,0
Sunday 27/03/2016 05:30:00 PM,0,50,0
Sunday 27/03/2016 05:45:00 PM,0,20,0
Sunday 27/03/2016 06:00:00 PM,0,0,0
Sunday 27/03/2016 06:15:00 PM,0,0,0
Sunday 27/03/2016 06:30:00 PM,0,0,0
Sunday 27/03/2016 06:45:00 PM,0,10,0
Sunday 27/03/2016 07:00:00 PM,0,0,0
Sunday 27/03/2016 07:15:00 PM,0,0,0
Sunday 27/03/2016 07:30:00 PM,0,0,0
Sunday 27/03/2016 07:45:00 PM,0,10,0
Sunday 27/03/2016 08:00:00 PM,0,0,0
Sunday 27/03/2016 08:15:00 PM,0,0,0
Sunday 27/03/2016 08:30:00 PM,0,0,0
Sunday 27/03/2016 08:45:00 PM,0,0,0
Sunday 27/03/2016 09:00:00 PM,0,10,0
Sunday 27/03/2016 09:15:00 PM,0,0,0
Sunday 27/03/2016 09:30:00 PM,0,0,0
Sunday 27/03/2016 09:45:00 PM,0,0,0
Sunday 27/03/2016 10:00:00 PM,0,10,0
Sunday 27/03/2016 10:15:00 PM,0,0,0
Sunday 27/03/2016 10:30:00 PM,0,0,0
Sunday 27/03/2016 10:45:00 PM,0,10,240
Sunday 27/03/2016 11:00:00 PM,0,0,250
Sunday 27/03/2016 11:15:00 PM,0,0,350
Sunday 27/03/2016 11:30:00 PM,0,0,320
Sunday 27/03/2016 11:45:00 PM,0,10,400
Monday 28/03/2016 12:00:00 AM,0,0,460
Monday 28/03/2016 12:15:00 AM,0,0,350
Monday 28/03/2016 12:30:00 AM,0,10,330
Monday 28/03/2016 12:45:00 AM,0,0,340
Monday 28/03/2016 01:00:00 AM,0,0,410
Monday 28/03/2016 01:15:00 AM,0,0,400
Monday 28/03/2016 01:30:00 AM,0,10,330
Monday 28/03/2016 01:45:00 AM,0,0,310
Monday 28/03/2016 02:00:00 AM,0,0,330
Monday 28/03/2016 02:15:00 AM,0,10,310
Monday 28/03/2016 02:30:00 AM,0,0,420
Monday 28/03/2016 02:45:00 AM,0,10,430
Monday 28/03/2016 03:00:00 AM,0,0,370
Monday 28/03/2016 03:15:00 AM,0,0,0
Monday 28/03/2016 03:30:00 AM,0,0,0
Monday 28/03/2016 03:45:00 AM,0,10,0
Monday 28/03/2016 04:00:00 AM,0,0,0
Monday 28/03/2016 04:15:00 AM,0,0,0
Monday 28/03/2016 04:30:00 AM,0,10,0
Monday 28/03/2016 04:45:00 AM,0,0,0
Monday 28/03/2016 05:00:00 AM,0,0,0
Monday 28/03/2016 05:15:00 AM,0,0,0
Monday 28/03/2016 05:30:00 AM,0,10,0
Monday 28/03/2016 05:45:00 AM,0,0,0
Monday 28/03/2016 06:00:00 AM,0,0,0
Monday 28/03/2016 06:15:00 AM,0,10,0
Monday 28/03/2016 06:30:00 AM,0,0,0
Monday 28/03/2016 06:45:00 AM,0,0,0
Monday 28/03/2016 07:00:00 AM,0,10,0
Monday 28/03/2016 07:15:00 AM,0,0,0
Monday 28/03/2016 07:30:00 AM,0,0,0
Monday 28/03/2016 07:45:00 AM,0,0,0
Monday 28/03/2016 08:00:00 AM,0,0,0
Monday 28/03/2016 08:15:00 AM,0,0,0
Monday 28/03/2016 08:30:00 AM,0,0,0
Monday 28/03/2016 08:45:00 AM,0,0,0
Monday 28/03/2016 09:00:00 AM,0,0,0
Monday 28/03/2016 09:15:00 AM,0,0,0
Monday 28/03/2016 09:30:00 AM,0,0,0
Monday 28/03/2016 09:45:00 AM,0,0,0
Monday 28/03/2016 10:00:00 AM,0,0,0
Monday 28/03/2016 10:15:00 AM,0,0,0
Monday 28/03/2016 10:30:00 AM,0,0,0
Monday 28/03/2016 10:45:00 AM,0,0,0
Monday 28/03/2016 11:00:00 AM,0,0,0
Monday 28/03/2016 11:15:00 AM,0,0,0
Monday 28/03/2016 11:30:00 AM,0,0,0
Monday 28/03/2016 11:45:00 AM,0,0,0
Monday 28/03/2016 12:00:00 PM,0,0,0
